Area Code,Item_Encoded,Year,Area harvested (ha),Production (t),Yield (kg/ha)
242,48,2021,90.0,1295.86,14376.1
242,48,2022,90.0,1289.47,14382.6
242,48,2023,90.0,1292.63,14384.1
242,51,2019,1351.0,3973.57,2940.5
242,51,2020,1355.0,4019.4,2966.5
242,51,2021,1348.0,4027.97,2989.2
242,51,2022,1351.0,4006.98,2965.4
242,51,2023,1351.0,4018.11,2973.6
242,52,2019,115.0,2526.0,22000.0
242,52,2020,207.0,4146.9,20000.0
242,52,2021,234.0,4688.53,20000.0
242,52,2022,320.0,7128.34,22300.0
242,52,2023,433.0,8651.0,20000.0
242,56,2019,313.0,9398.0,30000.0
242,56,2020,456.0,11408.8,25000.0
242,56,2021,553.0,13815.1,25000.0
242,56,2022,563.0,14290.13,25400.0
242,56,2023,631.0,15780.8,25000.0
242,63,2019,433.0,359.82,830.4
242,63,2020,426.0,353.93,831.5
242,63,2021,428.0,355.87,831.0
242,63,2022,429.0,356.54,831.0
242,63,2023,428.0,355.45,831.2
242,83,2019,467.0,1400.0,2997.9
242,83,2020,532.0,1703.7,3200.0
242,83,2021,479.0,1438.0,3000.0
242,83,2022,324.0,1685.19,5208.0
242,83,2023,337.0,2005.6,5951.9
242,84,2019,46.0,413.28,8984.3
242,84,2020,72.0,409.0,5664.9
242,84,2021,83.0,413.73,5000.0
242,84,2022,118.0,615.0,5200.0
242,84,2023,140.0,698.8,5000.0
242,89,2019,0.0,82000.0,0.0
242,89,2020,0.0,83000.0,0.0
242,89,2021,0.0,72000.0,0.0
242,89,2022,0.0,72000.0,0.0
242,100,2019,309.0,2761.0,8935.3
242,100,2020,454.0,4539.5,10000.0
242,100,2021,601.0,6013.75,10000.0
242,100,2022,501.0,5106.0,10200.0
242,100,2023,472.0,4724.24,10000.0
242,105,2019,66.0,995.0,15075.8
242,105,2020,78.0,1565.4,20000.0
242,105,2021,71.0,1421.99,20000.0
242,105,2022,121.0,2328.0,19200.0
242,105,2023,123.0,2469.1,20000.0
242,110,2019,1663.0,5770.35,3469.3
242,110,2020,1671.0,5693.17,3407.8
242,110,2021,1667.0,5668.11,3400.3
242,110,2022,1667.0,5710.54,3425.8
242,110,2023,1668.0,5690.61,3411.3
242,114,2019,749.0,2246.0,3000.0
242,114,2020,905.0,2716.0,3000.0
242,114,2021,603.0,1810.28,3000.0
242,114,2022,653.0,1895.11,2900.0
242,114,2023,406.0,1463.1,3599.6
242,118,2019,50.0,195.84,3916.8
242,118,2020,191.0,671.03,3507.9
242,118,2021,155.0,625.35,4036.4
242,118,2022,148.0,673.0,4543.0
242,118,2023,152.0,734.2,4837.3
242,119,2019,2516.0,23885.0,9493.7
242,119,2020,3609.0,34419.5,9536.9
242,119,2021,3510.0,33519.63,9549.1
242,119,2022,4104.0,39360.38,9590.7
242,119,2023,5341.0,51449.6,9632.3
242,122,2019,444.0,4005.0,9020.3
242,122,2020,606.0,3634.9,6000.0
242,122,2021,751.0,4508.9,6000.0
242,122,2022,898.0,5209.89,5800.0
242,122,2023,1155.0,6932.3,6000.0
242,127,2019,1577.0,124.71,79.1
242,127,2020,1533.0,119.83,78.2
242,127,2021,1522.0,118.8,78.1
242,127,2022,1518.0,117.9,77.6
242,127,2023,1515.0,117.0,77.2
242,131,2019,705.0,7158.0,10153.2
242,131,2020,1060.0,7423.1,7000.0
242,131,2021,907.0,6350.0,7000.0
242,131,2022,1013.0,7392.5,7300.0
242,131,2023,1227.0,8590.8,7000.0
242,133,2019,155.0,6184.0,40000.0
242,133,2020,187.0,5997.0,32000.0
242,133,2021,276.0,8829.1,32000.0
242,133,2022,316.0,10132.51,32100.0
242,133,2023,390.0,12488.8,32000.0
242,137,2019,3.0,44.0,15000.0
242,137,2020,0.0,0.0,0.0
242,137,2021,0.0,0.0,0.0
242,137,2022,0.0,0.0,0.0
242,137,2023,0.0,0.0,0.0
242,138,2019,295.0,1968.76,6663.0
242,138,2020,299.0,1983.15,6641.8
242,138,2021,297.0,1976.81,6659.0
242,138,2022,297.0,1976.24,6654.6
242,138,2023,297.0,1978.73,6651.8
242,146,2019,0.0,175600.0,0.0
242,146,2020,0.0,152000.0,0.0
242,146,2021,0.0,133000.0,0.0
242,146,2022,0.0,156000.0,0.0
242,147,2019,1916.0,6589.15,3439.0
242,147,2020,2345.0,8846.96,3772.5
242,147,2021,2557.0,10367.75,4055.3
242,147,2022,3263.0,12990.97,3981.2
242,147,2023,1894.0,7165.4,3784.2
242,154,2019,7.0,23.35,3484.6
242,154,2020,7.0,22.98,3504.7
242,154,2021,7.0,23.35,3337.6
242,154,2022,7.0,23.22,3301.6
242,154,2023,7.0,23.18,3304.2
242,162,2019,38000.0,1806000.0,47526.3
242,162,2020,38000.0,1726000.0,45421.1
242,162,2021,34000.0,1417000.0,41676.5
242,162,2022,39976.0,1639000.0,41000.0
242,162,2023,30848.0,1565564.0,50750.9
242,165,2019,901.0,9053.0,10047.7
242,165,2020,1153.0,9454.1,8200.0
242,165,2021,1188.0,9501.0,8000.0
242,165,2022,1346.0,10771.39,8000.0
242,165,2023,1572.0,12577.9,8000.0
242,168,2019,2575.0,51509.0,20000.0
242,168,2020,4346.0,53893.7,12400.0
242,168,2021,4563.0,54751.41,12000.0
242,168,2022,5020.0,65573.28,13062.9
242,168,2023,7158.0,67056.8,9367.5
242,170,2019,41.0,495.0,12000.0
242,170,2020,124.0,1238.3,10000.0
242,170,2021,163.0,1633.05,10000.0
242,170,2022,232.0,2366.86,10200.0
242,170,2023,319.0,3189.2,10000.0
242,174,2019,589.0,415.91,706.7
242,174,2020,562.0,383.91,682.8
242,174,2021,465.0,324.0,697.5
242,174,2022,446.0,308.0,689.9
242,174,2023,336.0,229.0,682.3
242,178,2019,274.0,5489.0,20000.0
242,178,2020,430.0,6448.2,15000.0
242,178,2021,376.0,5639.63,15000.0
242,178,2022,564.0,6220.78,11026.6
242,178,2023,680.0,8160.6,12000.0
242,181,2019,180.0,3469.0,19272.2
242,181,2020,185.0,3521.4,19000.0
242,181,2021,343.0,6523.43,19000.0
242,181,2022,242.0,4832.36,20000.0
242,181,2023,285.0,5704.9,20000.0
246,2,2019,0.0,0.0,0.0
246,2,2020,0.0,0.0,0.0
246,2,2021,0.0,0.0,0.0
246,2,2022,0.0,0.0,0.0
246,2,2023,0.0,0.0,0.0
246,4,2019,650.0,8090.0,12446.2
246,4,2020,670.0,7170.0,10701.5
246,4,2021,620.0,7890.0,12725.8
246,4,2022,620.0,7010.0,11306.5
246,4,2023,660.0,7800.0,11818.2
246,5,2019,0.0,0.0,0.0
246,5,2020,0.0,0.0,0.0
246,5,2021,0.0,0.0,0.0
246,5,2022,0.0,0.0,0.0
246,5,2023,0.0,0.0,0.0
246,7,2019,0.0,0.0,0.0
246,7,2020,0.0,0.0,0.0
246,7,2021,0.0,0.0,0.0
246,7,2022,0.0,0.0,0.0
246,7,2023,0.0,0.0,0.0
246,8,2019,30.0,20.0,666.7
246,8,2020,30.0,10.0,333.3
246,8,2021,40.0,30.0,750.0
246,8,2022,40.0,30.0,750.0
246,8,2023,40.0,50.0,1250.0
246,9,2019,0.0,0.0,0.0
246,9,2020,0.0,0.0,0.0
246,9,2021,0.0,0.0,0.0
246,9,2022,0.0,0.0,0.0
246,9,2023,0.0,0.0,0.0
246,11,2019,0.0,0.0,0.0
246,11,2020,0.0,0.0,0.0
246,11,2021,0.0,0.0,0.0
246,11,2022,0.0,0.0,0.0
246,11,2023,0.0,0.0,0.0
246,12,2019,397900.0,1701960.0,4277.4
246,12,2020,392100.0,1397970.0,3565.3
246,12,2021,387950.0,1045500.0,2694.9
246,12,2022,368970.0,1426300.0,3865.6
246,12,2023,340700.0,1078700.0,3166.1
246,14,2019,0.0,360000.0,0.0
246,14,2020,0.0,357100.0,0.0
246,14,2021,0.0,369900.0,0.0
246,14,2022,0.0,355000.0,0.0
246,15,2019,80.0,200.0,2500.0
246,15,2020,120.0,150.0,1250.0
246,15,2021,90.0,190.0,2111.1
246,15,2022,90.0,180.0,2000.0
246,15,2023,110.0,200.0,1818.2
246,17,2019,15200.0,30170.0,1984.9
246,17,2020,13500.0,23350.0,1729.6
246,17,2021,9250.0,12040.0,1301.6
246,17,2022,10040.0,19170.0,1909.4
246,17,2023,6900.0,11200.0,1623.2
246,18,2019,0.0,0.0,0.0
246,18,2020,0.0,0.0,0.0
246,18,2021,0.0,0.0,0.0
246,18,2022,0.0,0.0,0.0
246,18,2023,0.0,0.0,0.0
246,20,2019,770.0,25400.0,32987.0
246,20,2020,780.0,25940.0,33256.4
246,20,2021,740.0,21450.0,28986.5
246,20,2022,700.0,28250.0,40357.1
246,20,2023,630.0,25380.0,40285.7
246,22,2019,0.0,0.0,0.0
246,22,2020,0.0,0.0,0.0
246,22,2021,0.0,0.0,0.0
246,22,2022,0.0,0.0,0.0
246,22,2023,0.0,0.0,0.0
246,23,2019,1840.0,77340.0,42032.6
246,23,2020,1720.0,81030.0,47110.5
246,23,2021,1730.0,75510.0,43647.4
246,23,2022,1580.0,75760.0,47949.4
246,23,2023,1640.0,64310.0,39213.4
246,28,2019,540.0,4050.0,7500.0
246,28,2020,560.0,4630.0,8267.9
246,28,2021,610.0,3330.0,5459.0
246,28,2022,530.0,2820.0,5320.8
246,28,2023,440.0,3580.0,8136.4
246,29,2019,1500.0,1020.0,680.0
246,29,2020,1200.0,920.0,766.7
246,29,2021,900.0,720.0,800.0
246,29,2022,1510.0,1120.0,741.7
246,29,2023,1450.0,1280.0,882.8
246,30,2019,0.0,0.0,0.0
246,30,2020,0.0,0.0,0.0
246,30,2021,0.0,0.0,0.0
246,30,2022,0.0,0.0,0.0
246,30,2023,0.0,0.0,0.0
246,31,2019,0.0,0.0,0.0
246,31,2020,0.0,0.0,0.0
246,31,2021,0.0,0.0,0.0
246,31,2022,0.0,0.0,0.0
246,31,2023,0.0,0.0,0.0
246,35,2019,10.0,1020.0,102000.0
246,35,2020,10.0,1190.0,119000.0
246,35,2021,10.0,1140.0,114000.0
246,35,2022,10.0,1340.0,134000.0
246,35,2023,20.0,1610.0,80500.0
246,44,2019,0.0,0.0,0.0
246,44,2020,0.0,0.0,0.0
246,44,2021,0.0,0.0,0.0
246,44,2022,0.0,0.0,0.0
246,48,2019,250.0,56130.0,224520.0
246,48,2020,220.0,59910.0,272318.2
246,48,2021,220.0,60030.0,272863.6
246,48,2022,240.0,56960.0,237333.3
246,48,2023,240.0,58060.0,241916.7
246,49,2019,1330.0,1870.0,1406.0
246,49,2020,1880.0,1380.0,734.0
246,49,2021,1410.0,1640.0,1163.1
246,49,2022,1410.0,2040.0,1446.8
246,49,2023,2060.0,1360.0,660.2
246,52,2019,0.0,0.0,0.0
246,52,2021,0.0,0.0,0.0
246,52,2022,0.0,0.0,0.0
246,52,2023,0.0,0.0,0.0
246,53,2019,0.0,0.0,0.0
246,53,2020,0.0,0.0,0.0
246,53,2021,0.0,0.0,0.0
246,53,2022,0.0,0.0,0.0
246,53,2023,0.0,0.0,0.0
246,54,2019,0.0,0.0,0.0
246,54,2020,0.0,0.0,0.0
246,54,2021,0.0,0.0,0.0
246,54,2022,0.0,0.0,0.0
246,54,2023,0.0,0.0,0.0
246,58,2019,0.0,0.0,0.0
246,58,2020,0.0,0.0,0.0
246,58,2021,0.0,0.0,0.0
246,58,2022,0.0,0.0,0.0
246,58,2023,0.0,0.0,0.0
246,60,2019,40.0,70.0,1750.0
246,60,2020,60.0,110.0,1833.3
246,60,2021,70.0,110.0,1571.4
246,60,2022,40.0,50.0,1250.0
246,60,2023,70.0,80.0,1142.9
246,64,2019,0.0,0.0,0.0
246,64,2020,0.0,0.0,0.0
246,64,2021,0.0,0.0,0.0
246,64,2022,0.0,0.0,0.0
246,64,2023,0.0,0.0,0.0
246,74,2019,0.0,0.0,0.0
246,74,2020,0.0,0.0,0.0
246,74,2021,0.0,0.0,0.0
246,74,2022,0.0,0.0,0.0
246,74,2023,0.0,0.0,0.0
246,76,2019,30.0,730.0,24333.3
246,76,2020,30.0,420.0,14000.0
246,76,2021,30.0,570.0,19000.0
246,76,2022,30.0,670.0,22333.3
246,76,2023,30.0,520.0,17333.3
246,77,2019,0.0,0.0,0.0
246,77,2020,0.0,0.0,0.0
246,77,2021,0.0,0.0,0.0
246,77,2022,0.0,0.0,0.0
246,77,2023,0.0,0.0,0.0
246,79,2019,550.0,13620.0,24763.6
246,79,2020,550.0,14270.0,25945.5
246,79,2021,560.0,14730.0,26303.6
246,79,2022,520.0,12460.0,23961.5
246,79,2023,450.0,12610.0,28022.2
246,80,2019,500.0,400.0,800.0
246,80,2020,600.0,400.0,666.7
246,80,2021,660.0,400.0,606.1
246,80,2022,490.0,490.0,1000.0
246,80,2023,700.0,700.0,1000.0
246,82,2020,0.0,0.0,0.0
246,82,2021,0.0,0.0,0.0
246,82,2022,0.0,0.0,0.0
246,82,2023,0.0,0.0,0.0
246,83,2020,0.0,0.0,0.0
246,83,2021,0.0,0.0,0.0
246,83,2022,0.0,0.0,0.0
246,83,2023,0.0,0.0,0.0
246,88,2019,15600.0,46210.0,2962.2
246,88,2020,16300.0,48960.0,3003.7
246,88,2021,17600.0,35080.0,1993.2
246,88,2022,20010.0,51330.0,2565.2
246,88,2023,14280.0,40170.0,2813.0
246,89,2019,0.0,20116.96,0.0
246,89,2020,0.0,17150.18,0.0
246,89,2021,0.0,16366.46,0.0
246,89,2022,0.0,15388.7,0.0
246,90,2019,0.0,1330.0,0.0
246,90,2020,0.0,1010.0,0.0
246,90,2021,0.0,1020.0,0.0
246,90,2022,0.0,1070.0,0.0
246,90,2023,0.0,1070.0,0.0
246,94,2019,297500.0,1187480.0,3991.5
246,94,2020,324500.0,1212660.0,3737.0
246,94,2021,314240.0,803060.0,2555.6
246,94,2022,320500.0,1192210.0,3719.8
246,94,2023,291300.0,1019720.0,3500.6
246,95,2019,0.0,366.33,0.0
246,95,2020,0.0,380.74,0.0
246,95,2021,0.0,414.56,0.0
246,95,2022,0.0,424.25,0.0
246,102,2019,0.0,0.0,0.0
246,102,2020,0.0,0.0,0.0
246,102,2021,0.0,0.0,0.0
246,102,2022,0.0,0.0,0.0
246,102,2023,0.0,0.0,0.0
246,103,2019,1240.0,31440.0,25354.8
246,103,2020,1230.0,29800.0,24227.6
246,103,2021,1190.0,29050.0,24411.8
246,103,2022,1290.0,30290.0,23480.6
246,103,2023,1210.0,31700.0,26198.3
246,105,2019,0.0,0.0,0.0
246,105,2020,0.0,0.0,0.0
246,105,2021,0.0,0.0,0.0
246,105,2022,0.0,0.0,0.0
246,105,2023,0.0,0.0,0.0
246,106,2019,40.0,60.0,1500.0
246,106,2020,40.0,80.0,2000.0
246,106,2021,50.0,70.0,1400.0
246,106,2022,50.0,70.0,1400.0
246,106,2023,30.0,40.0,1333.3
246,107,2019,250.0,130.0,520.0
246,107,2020,280.0,80.0,285.7
246,107,2021,220.0,180.0,818.2
246,107,2022,220.0,170.0,772.7
246,107,2023,470.0,160.0,340.4
246,108,2019,0.0,0.0,0.0
246,108,2020,0.0,0.0,0.0
246,108,2021,0.0,0.0,0.0
246,108,2022,0.0,0.0,0.0
246,108,2023,0.0,0.0,0.0
246,111,2019,0.0,0.0,0.0
246,111,2020,0.0,0.0,0.0
246,111,2021,0.0,0.0,0.0
246,111,2022,0.0,0.0,0.0
246,111,2023,0.0,0.0,0.0
246,112,2021,1600.0,0.0,0.0
246,112,2022,1000.0,550.0,550.0
246,112,2023,1010.0,720.0,712.9
246,113,2019,0.0,0.0,0.0
246,113,2020,0.0,0.0,0.0
246,113,2021,0.0,0.0,0.0
246,113,2022,0.0,0.0,0.0
246,113,2023,0.0,0.0,0.0
246,114,2023,0.0,0.0,0.0
246,116,2019,0.0,0.0,0.0
246,116,2020,0.0,0.0,0.0
246,116,2021,0.0,0.0,0.0
246,116,2022,0.0,0.0,0.0
246,116,2023,30.0,10.0,333.3
246,118,2019,0.0,0.0,0.0
246,118,2020,0.0,0.0,0.0
246,118,2021,0.0,0.0,0.0
246,118,2022,0.0,0.0,0.0
246,118,2023,0.0,0.0,0.0
246,119,2019,0.0,0.0,0.0
246,119,2020,0.0,0.0,0.0
246,119,2021,0.0,0.0,0.0
246,119,2022,0.0,0.0,0.0
246,119,2023,0.0,0.0,0.0
246,123,2019,0.0,0.0,0.0
246,123,2020,0.0,0.0,0.0
246,123,2021,0.0,0.0,0.0
246,123,2022,0.0,0.0,0.0
246,123,2023,0.0,0.0,0.0
246,124,2019,40.0,250.0,6250.0
246,124,2020,50.0,190.0,3800.0
246,124,2021,50.0,250.0,5000.0
246,124,2022,50.0,320.0,6400.0
246,124,2023,30.0,150.0,5000.0
246,125,2019,11900.0,34200.0,2873.9
246,125,2020,20900.0,54410.0,2603.3
246,125,2021,19580.0,42680.0,2179.8
246,125,2022,30520.0,91440.0,2996.1
246,125,2023,34400.0,87300.0,2537.8
246,126,2019,4950.0,8860.0,1789.9
246,126,2020,5350.0,7400.0,1383.2
246,126,2021,4980.0,6010.0,1206.8
246,126,2022,4360.0,7580.0,1738.5
246,126,2023,3910.0,7830.0,2002.6
246,134,2019,0.0,0.0,0.0
246,134,2020,0.0,0.0,0.0
246,134,2021,0.0,0.0,0.0
246,134,2022,0.0,0.0,0.0
246,134,2023,0.0,0.0,0.0
246,135,2019,0.0,0.0,0.0
246,135,2020,0.0,0.0,0.0
246,135,2021,0.0,0.0,0.0
246,135,2022,0.0,0.0,0.0
246,135,2023,0.0,0.0,0.0
246,137,2019,21400.0,618900.0,28920.6
246,137,2020,20700.0,624400.0,30164.3
246,137,2021,20330.0,558790.0,27486.0
246,137,2022,19060.0,533290.0,27979.5
246,137,2023,16500.0,498100.0,30187.9
246,138,2019,100.0,2300.0,23000.0
246,138,2020,90.0,2200.0,24444.4
246,138,2021,100.0,2500.0,25000.0
246,138,2022,110.0,2820.0,25636.4
246,138,2023,130.0,3040.0,23384.6
246,143,2019,31500.0,41900.0,1330.2
246,143,2020,24500.0,31120.0,1270.2
246,143,2021,34240.0,41210.0,1203.6
246,143,2022,40870.0,56770.0,1389.0
246,143,2023,31000.0,40600.0,1309.7
246,144,2019,0.0,50100.0,0.0
246,144,2020,0.0,45800.0,0.0
246,144,2021,0.0,48800.0,0.0
246,144,2022,0.0,65100.0,0.0
246,145,2019,340.0,1310.0,3852.9
246,145,2020,360.0,1300.0,3611.1
246,145,2021,310.0,1460.0,4709.7
246,145,2022,310.0,1470.0,4741.9
246,145,2023,380.0,1370.0,3605.3
246,146,2019,0.0,80000.0,0.0
246,146,2020,0.0,68201.87,0.0
246,146,2021,0.0,65085.24,0.0
246,146,2022,0.0,61196.93,0.0
246,147,2019,0.0,0.0,0.0
246,147,2020,0.0,0.0,0.0
246,147,2021,0.0,0.0,0.0
246,147,2022,0.0,0.0,0.0
246,147,2023,0.0,0.0,0.0
246,148,2019,37900.0,185260.0,4888.1
246,148,2020,18700.0,68420.0,3658.8
246,148,2021,18200.0,67890.0,3730.2
246,148,2022,19010.0,65070.0,3422.9
246,148,2023,25740.0,91970.0,3573.0
246,154,2019,0.0,0.0,0.0
246,154,2020,0.0,0.0,0.0
246,154,2021,0.0,0.0,0.0
246,154,2022,0.0,0.0,0.0
246,154,2023,0.0,0.0,0.0
246,155,2019,0.0,0.0,0.0
246,155,2021,0.0,0.0,0.0
246,155,2023,0.0,0.0,0.0
246,156,2019,0.0,4900.0,0.0
246,156,2020,0.0,5200.0,0.0
246,156,2021,0.0,5000.0,0.0
246,156,2022,0.0,4500.0,0.0
246,157,2020,0.0,0.0,0.0
246,157,2021,0.0,0.0,0.0
246,157,2022,0.0,0.0,0.0
246,157,2023,0.0,0.0,0.0
246,158,2019,40.0,450.0,11250.0
246,158,2020,70.0,990.0,14142.9
246,158,2021,80.0,560.0,7000.0
246,158,2022,50.0,710.0,14200.0
246,158,2023,50.0,850.0,17000.0
246,159,2019,4400.0,17820.0,4050.0
246,159,2020,4440.0,15280.0,3441.4
246,159,2021,3820.0,16370.0,4285.3
246,159,2022,3820.0,16040.0,4199.0
246,159,2023,3790.0,13900.0,3667.5
246,161,2019,10500.0,501400.0,47752.4
246,161,2020,11000.0,421500.0,38318.2
246,161,2021,11330.0,402960.0,35565.8
246,161,2022,8820.0,380200.0,43106.6
246,161,2023,10900.0,420900.0,38614.7
246,163,2020,0.0,0.0,0.0
246,163,2021,0.0,0.0,0.0
246,163,2022,0.0,0.0,0.0
246,163,2023,0.0,0.0,0.0
246,164,2019,0.0,5000.0,0.0
246,164,2020,0.0,4700.0,0.0
246,164,2021,0.0,4200.0,0.0
246,164,2022,0.0,4600.0,0.0
246,167,2019,0.0,0.0,0.0
246,167,2020,0.0,0.0,0.0
246,167,2021,0.0,0.0,0.0
246,167,2022,0.0,0.0,0.0
246,167,2023,0.0,0.0,0.0
246,170,2019,90.0,40450.0,449444.4
246,170,2020,100.0,41250.0,412500.0
246,170,2021,90.0,37590.0,417666.7
246,170,2022,90.0,34070.0,378555.6
246,170,2023,80.0,30850.0,385625.0
246,171,2020,0.0,0.0,0.0
246,171,2021,2500.0,9580.0,3832.0
246,171,2022,2610.0,9820.0,3762.5
246,171,2023,5600.0,25800.0,4607.1
246,174,2019,0.0,0.0,0.0
246,174,2020,0.0,0.0,0.0
246,174,2021,0.0,0.0,0.0
246,174,2022,0.0,0.0,0.0
246,174,2023,0.0,0.0,0.0
246,177,2019,0.0,0.0,0.0
246,177,2020,0.0,0.0,0.0
246,177,2021,0.0,0.0,0.0
246,177,2022,0.0,0.0,0.0
246,177,2023,0.0,0.0,0.0
246,178,2019,0.0,0.0,0.0
246,178,2020,0.0,0.0,0.0
246,178,2021,0.0,0.0,0.0
246,178,2022,0.0,0.0,0.0
246,178,2023,0.0,0.0,0.0
246,179,2019,197600.0,914180.0,4626.4
246,179,2020,198800.0,686620.0,3453.8
246,179,2021,212400.0,687160.0,3235.2
246,179,2022,219640.0,844240.0,3843.7
246,179,2023,229160.0,749030.0,3268.6
250,2,2019,1180.0,1130.0,957.6
250,2,2020,2110.0,2060.0,976.3
250,2,2021,2210.0,1940.0,877.8
250,2,2022,2210.0,2520.0,1140.3
250,2,2023,2330.0,2130.0,914.2
250,4,2019,50370.0,1753500.0,34812.4
250,4,2020,54710.0,1743360.0,31865.5
250,4,2021,54210.0,1633080.0,30125.1
250,4,2022,54020.0,1785660.0,33055.5
250,4,2023,53800.0,1894440.0,35212.6
250,5,2019,12280.0,134800.0,10977.2
250,5,2020,12080.0,85260.0,7057.9
250,5,2021,11880.0,54590.0,4595.1
250,5,2022,11360.0,128080.0,11274.6
250,5,2023,11120.0,127780.0,11491.0
250,7,2019,5460.0,38030.0,6965.2
250,7,2020,4920.0,26830.0,5453.3
250,7,2021,4780.0,29340.0,6138.1
250,7,2022,4710.0,21750.0,4617.8
250,7,2023,4100.0,23330.0,5690.2
250,8,2019,4850.0,19990.0,4121.6
250,8,2020,6300.0,26760.0,4247.6
250,8,2021,6530.0,25810.0,3952.5
250,8,2022,6610.0,26250.0,3971.3
250,8,2023,6670.0,27340.0,4099.0
250,9,2019,240.0,2080.0,8666.7
250,9,2020,130.0,1080.0,8307.7
250,9,2021,130.0,1100.0,8461.5
250,9,2022,130.0,1080.0,8307.7
250,9,2023,150.0,1210.0,8066.7
250,11,2019,7780.0,206870.0,26590.0
250,11,2020,11580.0,212140.0,18319.5
250,11,2021,11480.0,228900.0,19939.0
250,11,2022,10900.0,225530.0,20690.8
250,11,2023,10900.0,212460.0,19491.7
250,12,2019,1944190.0,13565420.0,6977.4
250,12,2020,1974160.0,10277230.0,5205.9
250,12,2021,1730370.0,11321320.0,6542.7
250,12,2022,1866520.0,11285440.0,6046.2
250,12,2023,1815490.0,12143490.0,6688.8
250,14,2019,0.0,2230000.0,0.0
250,14,2020,0.0,2160000.0,0.0
250,14,2021,0.0,2180000.0,0.0
250,14,2022,0.0,2250000.0,0.0
250,15,2019,2400.0,0.0,0.0
250,15,2020,2116.0,7881.0,3724.5
250,15,2021,2237.0,8009.0,3580.2
250,15,2022,2292.0,7611.0,3320.7
250,15,2023,2485.0,10545.0,4243.5
250,17,2019,63110.0,177380.0,2810.6
250,17,2020,76350.0,147610.0,1933.3
250,17,2021,78000.0,184200.0,2361.5
250,17,2022,68090.0,157850.0,2318.3
250,17,2023,80230.0,216320.0,2696.2
250,18,2019,6470.0,36860.0,5697.1
250,18,2020,6470.0,32480.0,5020.1
250,18,2021,9110.0,48870.0,5364.4
250,18,2022,8030.0,39000.0,4856.8
250,18,2023,7090.0,43900.0,6191.8
250,20,2019,6700.0,163310.0,24374.6
250,20,2020,8450.0,205640.0,24336.1
250,20,2021,7500.0,189970.0,25329.3
250,20,2022,7520.0,163170.0,21698.1
250,20,2023,7910.0,175670.0,22208.6
250,22,2019,13120.0,247610.0,18872.7
250,22,2020,14110.0,290530.0,20590.4
250,22,2021,13910.0,270700.0,19460.8
250,22,2022,13420.0,307500.0,22913.6
250,22,2023,13590.0,322500.0,23730.7
250,23,2019,12550.0,534240.0,42568.9
250,23,2020,16240.0,650680.0,40066.5
250,23,2021,16410.0,690550.0,42081.0
250,23,2022,15000.0,662410.0,44160.7
250,23,2023,15110.0,629630.0,41669.8
250,28,2019,17770.0,257770.0,14505.9
250,28,2020,17830.0,253770.0,14232.8
250,28,2021,16530.0,266410.0,16116.8
250,28,2022,13800.0,211390.0,15318.1
250,28,2023,15320.0,208660.0,13620.1
250,29,2019,64470.0,226750.0,3517.1
250,29,2020,100700.0,309580.0,3074.3
250,29,2021,66540.0,235910.0,3545.4
250,29,2022,72610.0,244490.0,3367.2
250,29,2023,79210.0,270210.0,3411.3
250,30,2019,7260.0,32120.0,4424.2
250,30,2020,6820.0,31840.0,4668.6
250,30,2021,6810.0,12490.0,1834.1
250,30,2022,6780.0,34990.0,5160.8
250,30,2023,6680.0,31080.0,4652.7
250,31,2019,8570.0,7350.0,857.6
250,31,2020,8550.0,8730.0,1021.1
250,31,2021,8600.0,9460.0,1100.0
250,31,2022,8990.0,10280.0,1143.5
250,31,2023,9080.0,8570.0,943.8
250,35,2019,940.0,31780.0,33808.5
250,35,2020,1380.0,37770.0,27369.6
250,35,2021,1360.0,30680.0,22558.8
250,35,2022,1400.0,26440.0,18885.7
250,35,2023,1360.0,24970.0,18360.3
250,44,2020,0.0,0.0,0.0
250,48,2019,1620.0,139140.0,85888.9
250,48,2020,1910.0,213540.0,111801.0
250,48,2021,1710.0,200150.0,117046.8
250,48,2022,1720.0,175180.0,101848.8
250,48,2023,1710.0,179940.0,105228.1
250,49,2019,2720.0,10740.0,3948.5
250,49,2020,2400.0,9990.0,4162.5
250,49,2021,2530.0,10000.0,3952.6
250,49,2022,2600.0,9960.0,3830.8
250,49,2023,2810.0,12890.0,4587.2
250,52,2019,710.0,29570.0,41647.9
250,52,2020,1490.0,57060.0,38295.3
250,52,2021,1420.0,44260.0,31169.0
250,52,2022,1410.0,42480.0,30127.7
250,52,2023,1410.0,40690.0,28858.2
250,53,2019,440.0,3340.0,7590.9
250,53,2020,840.0,7170.0,8535.7
250,53,2021,840.0,6440.0,7666.7
250,53,2022,840.0,6920.0,8238.1
250,53,2023,830.0,7190.0,8662.7
250,54,2019,121670.0,850350.0,6989.0
250,54,2020,142160.0,744300.0,5235.6
250,54,2021,112580.0,678390.0,6025.8
250,54,2022,127800.0,652680.0,5107.0
250,54,2023,131160.0,515340.0,3929.1
250,58,2019,755470.0,5489650.0,7266.5
250,58,2020,759590.0,5857870.0,7711.9
250,58,2021,757830.0,5073590.0,6694.9
250,58,2022,757550.0,6199950.0,8184.2
250,58,2023,753340.0,6205260.0,8237.0
250,59,2019,22017.0,446659.0,20287.0
250,59,2020,23327.0,424803.0,18210.8
250,59,2021,22139.0,460902.0,20818.6
250,59,2022,21739.0,412777.0,18987.9
